Genes	Log2FC	padj	volcano
CYP2A13	-1.95256709316746	0.002680271343195	-5.0216535168431
CYP2A6	-1.7001471716444	0.040114205736692	-2.3745986190305
CYP2B6	-1.58643871661401	0.008866978093808	-3.25572818698051
CYP2B7P1	-1.01981618423849	0.135631377820852	-0.884833137065564
CYP2C18	-1.15238695389623	0.005157942066881	-2.63611228433214
CYP2C19	-1.56419160900141	0.002932339233182	-3.96176227847372
CYP2C9	-1.67767943647186	0.004507438967537	-3.93595363892232
CYP2E1	-1.52019328337454	0.03595817366036	-2.19546674952604
CYP2J2	-1.75716880550471	1.06827390793295E-07	-12.2497814314875
CYP3A5	-1.21056514690796	0.002970200976048	-3.0593573851449
CYP4A11	-1.65380984779988	0.021678136849694	-2.75190327970285
CYP4A22	-1.93915993081216	0.031027742740721	-2.92473761284472
CYP4F11	-1.36678398171563	0.000749776528893	-4.27129310137517
CYP4F2	-1.87667937124041	0.005622325888366	-4.22268619796919
CYP4F3	-1.65004207734453	0.002230645678631	-4.37520109529778
DAB1	-1.15980257268878	0.017925405054444	-2.02563117252753
DCST2	-1.05490213098689	6.05874506863756E-05	-4.44917349934855
DDX25	-1.11376801002734	0.001470447715993	-3.15480403665967
DEPDC7	-1.46899324266647	0.000200990763107	-5.43060932975901
DGAT2	-1.29665103292075	0.000520942222909	-4.25717820977649
DHCR7	-1.14337173779634	5.22003087641502E-07	-7.18303505723666
DHRS4	-1.09840191657259	1.19090858062386E-08	-8.70387032578296
DHRS4L1	-1.47473739385561	1.30696804914331E-08	-11.626438850944
DHRS4L2	-1.0008186745407	2.61261016680922E-07	-6.58831466087169
DIO1	-1.84984671691521	0.003979401364015	-4.43996926538878
DMGDH	-1.97762608304004	1.05743108607491E-05	-9.84016888202098
DMRTA1	-1.07291941021826	0.002896178215343	-2.72325692091935
DNAH11	-1.16798783507681	0.013067601119295	-2.20026030817728
DNAH12	-1.06282458450526	0.009268776384313	-2.16069856810956
DNAJB3	-1.20894483968867	0.000760710324881	-3.77043382028412
DPP4	-1.26427624980518	0.00021348766535	-4.64068680613521
DQX1	-1.65927161115634	0.013814886732352	-3.08566888442137
DSG1	-1.47811142687189	0.009599843317893	-2.98243842392328
DUSP9	-1.32716091241573	0.010530285254291	-2.6245401535651
E2F1	-1.05848913278892	0.00012486707482	-4.13186743700654
EBP	-1.42114015732085	1.97006154775501E-09	-12.371764354544
ECHDC3	-1.29525791646943	0.000204068568864	-4.77979169569733
EHHADH	-1.41827628170033	8.32842139345979E-05	-5.78576917793441
ELL2	-1.10313336439826	1.0941068444035E-06	-6.57571208966355
ELOVL3	-1.00892665193176	0.030426382914919	-1.53028916985642
EME1	-1.05788907816061	1.57982810736278E-05	-5.0793382142001
EML6	-1.54009472601479	2.50198335395887E-07	-10.1672673536515
ENHO	-1.51623869408958	0.000543805486074	-4.94984675611691
ENO3	-1.01949916072132	0.001596346944445	-2.85140938526851
ENPP1	-1.18296698020632	4.38630518092168E-08	-8.70415411022177
EPHX1	-1.51906566866834	9.48090098325236E-05	-6.11142963595631
EPHX2	-1.20247507790943	5.10806544275798E-05	-5.16071465645872
EPR1	-1.02827326160722	0.000171977802268	-3.87096307908108
ERAS	-1.18851021125568	2.82387459941868E-05	-5.40671668639368
ESM1	-1.81428331782959	2.51775587673933E-09	-15.6009975424978
ESPN	-1.77099748616553	3.36520944944583E-07	-11.4636452993472
EVPLL	-1.16812692585205	0.028647960532085	-1.80231038178636
F11	-1.34475427454214	0.000463880643841	-4.48286444319499
F5	-1.26232133155192	0.000197997863466	-4.67480444384317
F7	-1.99986805918035	1.78132678236218E-07	-13.4976223023818
FADS1	-1.21563214086963	3.52086727387622E-05	-5.41363581541684
FAM151A	-1.54977488529805	0.014423032621245	-2.85304786861508
FAM166A	-1.812830979002	1.26768205146133E-07	-12.5030765149809
FAM166B	-1.22539198592065	2.45752919460229E-05	-5.64844596950648
FAM169A	-1.67069258922974	2.24566382302252E-08	-12.7785516559542
FAM176A	-1.5128819658194	2.72583884871933E-05	-6.90554946547858
FAM57B	-1.35358591347346	2.6331750635015E-05	-6.19877412304329
FASN	-1.26784639617051	5.2839583592516E-06	-6.69047692432717
FBXL21	-1.21564939581408	0.003599284893411	-2.97078427124477
FBXO43	-1.41607341690561	4.70989353283163E-08	-10.3755542213979
FDPS	-1.06305395100668	5.12240243174821E-07	-6.68716884245454
FGA	-1.1625437613397	0.304854285555559	-0.599765272725829
FGB	-1.24546177644016	0.276625819077255	-0.69510129327978
FGG	-1.15371972575033	0.315859497782014	-0.57744371369543
FGGY	-1.33050880306183	0.000443637788626	-4.46115805482215
FIGF	-1.41728219845687	0.000842525760692	-4.3573162175173
FITM1	-1.15417720878936	0.000269836497098	-4.11914224361321
FLJ36777	-1.47378126463311	1.87032651931016E-08	-11.3895033006194
FLJ37307	-1.00413192390449	7.16354848160524E-05	-4.16199809039057
FLJ42289	-1.42215517013374	4.2442773805979E-05	-6.21794148890919
FMO3	-1.71589866699026	0.000320230762146	-5.99627129601715
FMO5	-1.65292857936851	1.66740035346202E-05	-7.8976268181836
FOLH1B	-1.69500623116014	0.002713940474159	-4.35006345282431
FOXA2	-1.4914609301796	2.91859745886601E-14	-20.1866638774759
FOXN4	-1.30970623548101	0.040114205736692	-1.82926905974898
FRRS1	-1.10492837331795	0.000329807350584	-3.8470729490525
FST	-1.163842495618	0.005905962547342	-2.59386660703388
FTCD	-1.88543284537066	0.00173352048554	-5.20581399287815
FUNDC2P2	-1.13811406762884	0.000137284652501	-4.3958267491008
GALK1	-1.22263667435559	2.61261016680922E-07	-8.04852600324733
GALP	-1.34239962026589	0.002647765350093	-3.45952558798221
GAMT	-1.22289763092295	0.000301277332845	-4.3058635769645
GAS2	-1.86384433252489	5.65039530343128E-10	-17.2366854561278
GBA3	-1.20343128459413	0.084838601285397	-1.28936410087043
GCAT	-1.57099426797506	1.11130192561573E-07	-10.9249579614753
GCGR	-1.30622046531404	0.058786803489927	-1.60759185192377
GCHFR	-1.31807644252435	1.03590929459957E-08	-10.5244163291482
GCKR	-1.50952802465465	0.000126877701073	-5.88204908948108
GGH	-1.48033196455321	9.9320459302866E-05	-5.92571153674549
GIPC2	-1.44781883573882	7.1921405594612E-06	-7.44633762151315
GJB1	-1.16019045231179	0.000241701688493	-4.19608437891557
GLDC	-1.0315381506548	0.00214446452348	-2.75284640168404
GLOD5	-1.46176643369822	0.001532198056698	-4.11441219010897
GLT1D1	-1.28426838800231	0.002713940474159	-3.29594598271338
GLTPD2	-1.81000425166326	0.016991980604294	-3.20326587776231
GLUL	-1.29787213113663	0.000854428292811	-3.98229270107631
GLYATL1	-1.61479057319565	0.004851807140278	-3.73678116635619
GLYCTK	-1.79074992783511	1.1375127878926E-10	-17.807295560217
GNAT1	-1.18125585658026	8.63744325172605E-06	-5.98142462962304
GNMT	-1.74962632642037	0.002324168769397	-4.60804743682292
GOLGA2B	-1.74964191175839	1.60413819001849E-12	-20.6366033237901
GOLGA6B	-1.28543918180356	0.003878781091301	-3.09958557947014
GOLT1A	-1.25304923646529	0.000355189872782	-4.32244274312419
GPAM	-1.49042927079724	0.000470589891904	-4.95919087162645
GPC3	-1.62004611158023	0.002115790731158	-4.33285753608273
GPER	-1.63415822924428	1.82018259069587E-07	-11.0140386084836
GPLD1	-1.38495860885407	0.004679593987093	-3.22666524588582
GPR128	-1.32682613827435	0.003289660779153	-3.29430879535448
GPR158	-1.45403140060811	0.000749776528893	-4.54394723210361
GPR44	-1.71527962068969	3.36520944944583E-07	-11.1029842302935
GPT	-1.43065504868925	0.001854985733675	-3.90806234926145
GREB1	-1.78734113610034	1.63682668949952E-06	-10.3415509914565
GRTP1	-1.0839096522967	4.90929446273647E-07	-6.83836531301106
GSDMB	-1.08925103534347	3.99894818402182E-06	-5.87983615141512
GSTA4	-1.27521880482645	4.28743351241847E-08	-9.3955604279875
GSTM2P1	-1.32756112035141	0.000132896011833	-5.14627482121213
GSTO2	-1.55370861946184	0.000417991182697	-5.24972176835365
GTSF1	-1.50832958689011	0.089337117309159	-1.58218956853692
HAAO	-1.63194986103052	1.11509419122978E-06	-9.7144890830464
HACL1	-1.01272568138019	3.99714073952764E-09	-8.50512402071676
HAPLN4	-1.31000554224377	0.000729481225238	-4.10946889021497
HCN3	-1.16148100894967	1.5302366925413E-10	-11.4002164710981
HERC2P4	-1.13957861811957	0.015263393768358	-2.06987235992446
HGD	-1.35400218526041	0.000669321121839	-4.29809778279182
HIST1H1C	-1.06547420651507	0.001199173811571	-3.11237573880941
HIST1H2AE	-1.0476237410632	0.001118439279469	-3.09194370726787
HIST1H2AG	-1.18729741600783	0.002680271343195	-3.0535167091045
HIST1H2AM	-1.49487244654717	2.92221237135032E-05	-6.77818253220759
HIST1H2BL	-1.24576923620852	0.001216313732938	-3.63136050373331
HIST1H3A	-1.25456836683383	0.001071860169594	-3.72589475244807
HIST1H3B	-1.34463531258293	0.003248534837384	-3.34587281790157
HIST1H3C	-1.52162702021646	1.98480863768026E-05	-7.15511837209983
HIST1H3H	-1.20009957343618	0.002202890349155	-3.1886731109796
HIST1H4I	-1.38183839759966	9.05164908841476E-05	-5.58714890363748
HIST1H4J	-1.18033867612209	1.73702345934932E-06	-6.79898013333571
HIST2H2AB	-1.26505947079582	0.000204068568864	-4.6683526702968
HIST2H2AC	-1.05388569146351	3.52086727387622E-05	-4.69332220895441
HLF	-1.7228848820374	1.98499742696356E-07	-11.5471880611198
HMGCR	-1.05589777699907	2.5857055136321E-08	-8.01154090211771
HMGCS1	-1.15646775490997	3.05959754212297E-06	-6.37715142290496
HMGCS2	-1.74993329239807	0.001150218041348	-5.14343862493445
HNF1A	-1.25457605746105	2.94673033623006E-17	-20.7389697555619
HNF4A	-1.65226925081538	6.29333806838942E-12	-18.5072643959797
HORMAD2	-1.48129805000235	0.003738469459982	-3.59556388572617
HP	-1.75291145081095	0.087877070836104	-1.8512926026881
HPD	-1.88294700886105	0.017740087799436	-3.2971235048348
HPN	-1.12281983782591	0.011543252334007	-2.17565634815581
HPX	-1.17742372293976	0.399177500408007	-0.469596549123466
HRASLS2	-1.58933468078228	0.01336146095251	-2.97864531915195
HRCT1	-1.81641203008989	9.81459164548947E-06	-9.09682352116408
HRG	-1.43305435471686	0.101864863571213	-1.42155494207873
HSD17B14	-1.01924339250356	0.005035876919391	-2.34214476357547
HSD17B6	-1.65623582697237	0.021015377448519	-2.77827399672465
HSD17B7	-1.19272280331974	5.91580737193701E-09	-9.81370649868575
HSD17B8	-1.09033800021864	5.38135309523395E-06	-5.74510923678353
HSPB9	-1.64739947230835	3.80529004652693E-07	-10.5756658081507
HYAL1	-1.45895650929783	3.10470507949944E-08	-10.9538157788328
HYAL3	-1.30148493763957	7.89412680230717E-10	-11.8470216081973
IDI1	-1.01274646854805	5.44393475752624E-07	-6.34393207726293
IGFBP1	-1.33170328358362	0.001806542161148	-3.65306439046388
IGFBP2	-1.42013013058438	0.000216791609247	-5.20329648673151
IL11RA	-1.34259912942154	9.16889410883195E-14	-17.504381903058
IL22RA1	-1.24583807681437	0.002006726966157	-3.36066280507093
IL27	-1.61634428957716	0.000805817233174	-5.00058688416583
IL28RA	-1.04376824155975	0.002006726966157	-2.81557705756877
IL6R	-1.15254090635949	0.000128863408149	-4.48323474113282
INHBC	-1.08474389426852	0.187349250252199	-0.788986346003273
INSIG1	-1.22125568450541	0.001393993510134	-3.48758779024596
IQCH	-1.62831329067091	1.51230933007572E-06	-9.47736851618936
IRS1	-1.06891607766509	1.03590929459957E-08	-8.53495097804972
ITIH3	-1.93997058522337	0.000296476110465	-6.84423619781462
ITIH4	-1.45955495725275	0.003690157132419	-3.55103173614511
ITLN2	-1.18787893720973	0.065355177757747	-1.4073039342314
IYD	-1.07712312043634	0.056262469042344	-1.34616824002867
JAKMIP2	-1.02691894725007	0.003979401364015	-2.46479263505632
KCNJ8	-1.53578971727155	6.42855666782107E-07	-9.50943565319746
KCTD6	-1.17331344109429	2.5908376931621E-11	-12.4213529002848
KHK	-1.89295850707351	3.90261494088232E-09	-15.9172147551834
KIAA1529	-1.1305417590392	2.02259284874633E-05	-5.30686649838114
KIAA1984	-1.14890754534919	0.000794142210321	-3.56173025711831
KISS1	-1.52964243699079	4.69887428513103E-05	-6.62030191137865
KLB	-1.48117606802236	0.033585989913649	-2.18301927149853
KLHL31	-1.11030477168145	1.54495442546513E-08	-8.67268420058718
KLHL32	-1.33800813126316	2.39703777069441E-07	-8.85804884568602
KLKB1	-1.19120391584514	0.001249862832916	-3.45822893254956
LASS4	-1.04448005286403	1.91655298539475E-05	-4.92731289250554
LBX2	-1.22766255756738	4.03614673287448E-05	-5.39438985650236
LCN12	-1.62800744534768	6.59491542528783E-08	-11.6903808363508
LDHC	-1.50974050973361	0.008660017091898	-3.11381149494973
LDHD	-1.03282412775941	0.016116626605994	-1.85157051834242
LEAP2	-1.60218155616269	0.002173822986826	-4.26625031206838
LEPR	-1.04739912601166	0.002580432981782	-2.71099092517021
LGSN	-1.43213127880972	0.000631206712796	-4.58257432573542
LINGO4	-1.43248192583091	0.000689357029556	-4.52887152873803
LIPC	-1.67914283711136	6.92564807408444E-06	-8.66360392996689
LIPG	-1.15051125151056	0.000805817233174	-3.55940965763797
LOC100125556	-1.00895354616907	2.29089957600579E-10	-9.72630607903341
LOC100128191	-1.16111279802814	1.92296748906612E-09	-10.1202917263057
LOC100128542	-1.08474000474376	0.000669321121839	-3.44336121466306
LOC100130015	-1.47359403804834	3.25443320154912E-08	-11.033571666424
LOC100130522	-1.00955620424702	6.8147994497785E-05	-4.20636329370902
LOC100130581	-1.0725313082033	2.02721311183269E-07	-7.17855993545467
LOC100130872	-1.00274320650499	3.63101286526625E-06	-5.45489517946851
LOC100132354	-1.22759776684771	0.002293285510747	-3.24029570863109
LOC100216545	-1.00794356579459	1.11130192561573E-07	-7.00940882364839
LOC100272217	-1.06703165831441	8.55294537166065E-09	-8.60868796567604
LOC100287227	-1.34511456322892	2.28539639395005E-14	-18.3487594930892
LOC149134	-1.38827932289594	1.51230933007572E-06	-8.08028456309505
LOC151534	-1.13497883241846	3.60177391990708E-11	-11.8531327670193
LOC201651	-1.65195290569234	5.86893085294853E-05	-6.99014126721328
LOC222699	-1.76434442151423	5.31238942030841E-12	-19.8924718636128
LOC255167	-1.67661268404926	0.011416394186526	-3.25677159121554
LOC283314	-1.16824719618394	4.40298911134892E-07	-7.42567403116713
LOC284551	-1.73969461913078	6.69155511297393E-07	-10.7416973509958
LOC285830	-1.10276065325062	7.89452155922516E-07	-6.7297889707231
LOC285847	-1.33889346359909	6.16099043689924E-05	-5.63720937858323
LOC286467	-1.19540031572167	0.000749776528893	-3.73570746381923
LOC29034	-1.393842823609	0.000771528796237	-4.33854188189031
LOC339674	-1.18445893931645	0.003083404453563	-2.97414027613463
LOC388387	-1.18541317929865	0.000603619378095	-3.81612576134938
LOC388588	-1.22839727968387	3.90092501808894E-05	-5.4157977235859
LOC390595	-1.00433913235073	4.10132861622048E-05	-4.40611153269365
LOC400752	-1.35059289115432	2.48756612253546E-10	-12.9713985048402
LOC440356	-1.17945659194994	0.007889922472791	-2.48031142414356
LOC440925	-1.94338517267948	1.69861911530312E-10	-18.9866865583392
LOC647309	-1.75119654733578	0.000130935388342	-6.79979630395423
LOC647946	-1.40172138275779	0.000729481225238	-4.39718018698301
LOC728875	-1.44324380365733	1.57982810736278E-05	-6.9295766027478
LOC730101	-1.82264234763233	3.22160047043153E-09	-15.4777481690595
LOC80054	-1.51011989473711	7.71775537135458E-08	-10.7407413292886
LOC90586	-1.96417360810687	3.50541400258801E-06	-10.7150790586073
LPA	-1.85180469378313	0.009169107007793	-3.77337234953767
LPAL2	-1.04240863188771	0.013966821101836	-1.93356630393232
LRRC20	-1.21204111528639	1.87032651931016E-08	-9.36675381504276
LRRC2	-1.13755400272323	0.004797017103505	-2.6380204177429
LRRC31	-1.63401719210341	0.001165375401898	-4.79344523962083
LRRC45	-1.26235154939134	1.46446649882273E-12	-14.9390728933971
LRRC69	-1.47205384922186	0.001927706816365	-3.99656587140564
LSS	-1.02190386394108	8.81227690097861E-08	-7.20944169442959
LYG2	-1.38466672878389	0.000282888335897	-4.91333059375873
MAST1	-1.16264313142022	0.001854985733675	-3.17594506914413
MBNL3	-1.6344804890461	1.06827390793295E-07	-11.3944822387708
MCHR1	-1.9066678793893	1.34094045505286E-05	-9.29041180858822
MESP2	-1.15454017591896	0.00011320250321	-4.55598175289892
METTL7A	-1.29602183643077	8.17552721724631E-09	-10.4815561655659
MGC3771	-1.09233552858252	5.55465447371007E-07	-6.8329333489478
MGMT	-1.00965566389475	1.75914176105111E-05	-4.80060893838307
MGST1	-1.11011192068275	0.004975167181315	-2.55680125117613
MKRN3	-1.59510064606488	0.000708967794865	-5.02356769236731
MMAB	-1.1305458101855	2.77575956159046E-08	-8.54310299488029
MND1	-1.14329950351869	1.22418715912457E-05	-5.61606114890095
MNS1	-1.32274829124784	0.000527765299036	-4.33538578941899
MOCS1	-1.03365208538084	6.59491542528783E-08	-7.42243935365388
MOGAT2	-1.56337534480194	0.040493196690653	-2.1771845474041
MOSC1	-1.14198613141079	0.000116842561314	-4.49074504282538
MOV10L1	-1.18920426404348	0.001150218041348	-3.49533274850492
MPST	-1.19747521574281	2.9199269715085E-09	-10.2200055179031
MRAP	-1.41134546806098	0.006195182402193	-3.11617444300108
MST1P9	-1.25455425963876	3.52086727387622E-05	-5.58696964651292
MT3	-1.76870071768833	0.008563031547238	-3.65656314662479
MTMR4	-1.13407730190996	1.0564421901343E-12	-13.5818847139653
MTMR7	-1.05277833707146	0.000144264864556	-4.04355254560657
MYBPC1	-1.15119084220613	0.003783656669411	-2.78828584527621
MYCL1	-1.13115624547795	1.05743108607491E-05	-5.62834834295139
MYH7B	-1.73917311064741	1.50935321637165E-08	-13.6024365863342
MYO16	-1.05032197475021	0.000470589891904	-3.4947966008905
MYO1A	-1.82510528738055	2.2901025354888E-05	-8.46875330588639
MYRIP	-1.70686572285242	2.2901025354888E-05	-7.9201045731761
NAT8	-1.05317671633424	0.019512252915246	-1.8006084209158
NECAB2	-1.4311851505168	0.009169107007793	-2.91628728027269
NKAIN2	-1.13016276105032	0.057754632971146	-1.39960844948174
NOTUM	-1.73140749894858	0.035600639700131	-2.50801682453149
NPB	-1.42356562070853	0.000513648750495	-4.68258246148849
NPFFR2	-1.85189260416563	0.015758623283584	-3.33800257815756
NQO2	-1.04572160199512	3.70527871788058E-05	-4.63377972602964
NR1I2	-1.92452054621561	0.000739499308129	-6.02579358924652
NUDT6	-1.14396727163971	3.90092501808894E-05	-5.04355996880548
NUF2	-1.09780733616884	0.000498899135028	-3.62494582591396
OCEL1	-1.02920720269702	2.22655800473951E-09	-8.90507739362283
ODZ1	-1.41632325782292	0.003289660779153	-3.51651661865768
OIP5	-1.08036164331744	4.69887428513103E-05	-4.6758118624802
ONECUT2	-1.40281119274969	4.92065031692997E-08	-10.2517126287993
OR2B6	-1.04901177320019	0.00798103668292	-2.2007644864921
OR4F29	-1.21252132561419	0.000200990763107	-4.48247781688891
ORM1	-1.12966575793917	0.280041773698817	-0.624453452381239
ORM2	-1.60391985007359	0.017172392266879	-2.83118991788552
OSGIN1	-1.26134514534892	0.001617940820187	-3.52046143427076
OSTalpha	-1.71474847558811	0.004507438967537	-4.02292020489978
OSTBETA	-1.69005859383847	0.000729481225238	-5.30168994714621
OXER1	-1.63316365042203	3.83153354377577E-08	-12.1125662261262
PAH	-1.89343199152616	0.000291860897523	-6.69294900947989
PAOX	-1.03275091837161	6.74178299355862E-08	-7.40608944294311
PAPPA2	-1.01481572089112	0.021459226436439	-1.69310427795263
PAQR9	-1.64357240752907	2.41276847435311E-08	-12.5198870930025
PBLD	-1.04655518494853	0.001338515737585	-3.00714709346745
PC	-1.5137461079901	1.36530788041161E-05	-7.36402575015931
PCBD1	-1.05036631323626	1.50935321637165E-08	-8.21513458364095
PCDH20	-1.61970272929552	0.007700647078825	-3.42319762989292
PCK1	-1.88675881775003	0.020792964284395	-3.17368605017302
PCK2	-1.50801734437541	2.6331750635015E-05	-6.90599599062542
PCP2	-1.12577451442784	0.000659855350056	-3.58058354778081
PCSK9	-1.32079856547393	6.15852413759336E-06	-6.88205176878473
PCYT2	-1.4739344996199	1.25957972122713E-12	-17.5394879373609
PDIA2	-1.44087279679191	0.028647960532085	-2.22313170171759
PDXP	-1.19403481432826	1.13155174586229E-09	-10.6822242039914
